x,y,c
4.824994995564273,5.244788756397318,1
1.028563818116309,4.30728511992826,1
2.22359411567432,3.073540754839346,1
2.51421068353215,3.5285331892239484,1
4.092894763182725,4.795739044117055,1
1.0786209533767193,2.4371589029584855,1
4.0776010293374885,4.794432592931888,1
3.845568302951147,4.879511996165838,1
2.876132751910393,4.492949997509555,1
0.7265024898613301,1.5292833215376134,1
0.789427936600921,4.773566302962183,1
4.6872773706698885,5.178728646912357,1
2.0734436096940945,3.054446273408194,1
0.9896353118601995,2.2120225491570835,1
1.320894494034722,2.809888460021669,1
3.8783502817009032,4.918886698122531,1
4.701774104319435,5.184888141719279,1
4.327996354025547,4.926685111578164,1
1.6993315885272555,3.9841293637502844,1
4.059502327691509,4.727051494231201,1
3.988429564733245,4.986534548939668,1
3.0859670106025177,3.8245980068725216,1
1.8165914302601855,4.461157557224559,1
0.5496529565120397,2.075514330649129,1
3.1645447916453833,3.9403969962822663,1
3.067641767350889,4.764079569488478,1
2.0827021027951123,4.449982411213439,1
3.7123263115179426,4.729757444895556,1
2.9227698531242665,4.9880512863182735,1
1.6147305372898757,3.6276660961144467,1
4.209557262588959,4.9260166585492575,1
3.4935906070550176,4.767622605144087,1
1.6270616670508664,4.012770531214868,1
2.6811954051560387,4.68801973656454,1
1.0250322334608741,4.345018767643241,1
1.9381777240319704,3.9997003534595983,1
4.9874724902253895,5.359290045880127,1
4.023762837504257,4.96106218999254,1
4.342916953634525,4.868716645596815,1
2.1154230179885274,4.292442645357712,1
2.537824304917465,3.376464044022217,1
0.7524520968693809,2.1670805606964945,1
3.539055512135982,4.966564996351264,1
0.5116670252318003,3.7960602421586125,1
4.379161664341393,4.919115804987817,1
1.1102592070102721,3.6980815962237505,1
0.6090840397479513,2.3395854742216127,1
4.07075788600269,4.626225770556229,1
3.2768723566510287,4.1928657988450215,1
1.976138850506878,3.800612147092199,1
3.108157462435659,0.021815816348254625,-1
4.1892971425458,3.045306390060725,-1
2.8243672754694065,1.4375721681636517,-1
3.210424182756681,2.219038530979933,-1
1.498054569039863,0.9722739440711363,-1
3.0982682339588354,1.8087767596345423,-1
1.5112088900752843,0.19189471288061763,-1
1.5868239596836466,0.10556768869627148,-1
3.5520532087291867,1.8910635122847488,-1
4.6876886357867065,3.7114068391086565,-1
3.6585809437833974,2.8816710178895226,-1
0.6801396118874086,0.0786242978945493,-1
1.592966578749838,0.5034359910312378,-1
4.455926474978883,2.1290793493859357,-1
3.3099882036711707,0.5433164617380053,-1
2.2038416960734293,0.5286807345385046,-1
1.4647290987312276,0.7144902147049113,-1
0.8903215958744641,0.25321287878451926,-1
0.7900774485013435,0.1423489730801113,-1
3.916646579528403,2.7933250565160628,-1
4.762925614877424,4.068916522529519,-1
2.210753148355162,1.298878456234321,-1
4.769470898453752,0.6538846883380491,-1
3.3422335596167283,1.6541046394977426,-1
3.4746513909469545,1.3533692825463255,-1
3.5327922321433225,1.4180360361018256,-1
0.7985017647731523,0.11915800178318821,-1
3.1712441793078634,2.4996898274178565,-1
2.303095791160578,1.0224786890488466,-1
0.6320819701337091,0.13203650935949418,-1
3.397743156473948,1.4084936754917525,-1
1.8397035048514252,0.33683828596088455,-1
4.077239626510485,3.17115499848753,-1
4.116585388754851,1.191477128925206,-1
3.9182213968408157,1.2615609095692482,-1
3.403003483756819,1.550881598694747,-1
2.7720560185977976,1.5622846648663762,-1
0.9383401590150401,0.25650080427299665,-1
1.009202606405597,0.2048009400469048,-1
0.9495905296547678,0.28744752506298155,-1
2.78960652943531,1.4128642277452812,-1
4.801363359020624,3.1413425281664815,-1
4.656445315047698,3.661669374206916,-1
1.423496815172888,0.6708277479808553,-1
3.276422444869929,0.2734505011481631,-1
0.6473442722656882,0.11164424799074253,-1
4.878808932199133,2.0932185621639716,-1
3.3498557765496444,2.322420097557779,-1
4.377562457147587,0.4815959346652347,-1
3.5257687512845166,2.6770984904427753,-1
0.32900813044680177,0.7016021241865582,-1
1.7583815815093895,1.8124790398042077,-1
3.28081814725174,3.140712400544531,1
3.089013542961278,3.0773627437613404,1
2.117890076467331,1.7419890247225984,1
3.6867616902302975,3.7565730444047185,-1
4.338762643812689,4.576518480782409,-1
4.007494512082667,4.274977277939409,-1
3.926128659804906,4.017415321624084,-1
3.60552258856839,3.108069708808909,1
0.9962411935428039,1.4602459583044296,-1
4.631322070951241,4.503497412263187,1
1.154421640370441,1.1016099547680511,1
1.4694556463043091,1.068694834519993,1
2.6165134202325113,2.7330919186140776,-1
3.9637451367346626,3.950398254870258,1
8.540583952693082E-4,0.0,1
4.787098264724862,5.0,-1
0.3213130960597027,0.5800599986864754,-1
2.9049943369804074,2.51027632109826,1
