x,y,c
0.7125724334433265,4.086448838939828,1
1.872462649626085,2.4362954176296423,1
4.738283505017957,5.15268629781487,1
3.8108475987136763,4.892070001945584,1
3.613242133669851,4.157327947113307,1
4.05361099030481,4.770778067968802,1
4.660043493103777,5.021796103765381,1
2.5893799398386457,4.960521732628975,1
0.6454889376724635,4.149407531094006,1
1.3250731251939467,3.2701132546446203,1
2.6876877088190425,3.5916868607310866,1
1.3015832277226471,3.1050932663269686,1
2.58620147897847,3.7220227475306444,1
3.8764551413133486,4.55510689728578,1
3.3019323711161648,3.8139247299389294,1
1.5673011977152431,4.861051976057326,1
3.1576905238124944,4.1099842915652145,1
4.476744252938792,4.98379425067534,1
0.5652444027681628,1.94413359843307,1
1.5873559138676279,3.4333609665532094,1
4.210143082260078,4.789732168944582,1
1.2233596516038368,2.664360373727723,1
3.641712211660315,4.760489071595347,1
4.624790611224412,5.051471587927729,1
3.12236782951409,4.890467357147009,1
2.869358729374375,3.9729575127786947,1
2.8877483634916628,4.001812956003521,1
4.307433955815304,4.929819584616183,1
0.657161880873953,2.950976967379802,1
3.246376828946736,4.661036077777164,1
2.8124514822016637,4.932948001332842,1
1.33185989449352,1.9108288315672026,1
3.1326251587836937,4.211234701106564,1
2.4258784897183228,4.486605554473764,1
1.831456005250388,4.666358111151574,1
3.7738249948825313,4.3711351085154195,1
2.895751557388498,4.4283394925778286,1
4.886299382737648,5.16397804288985,1
2.3630970965399314,3.660080991568655,1
4.835258956320536,5.142791493267897,1
3.209625456301046,3.809471487422001,1
2.5786552608297204,3.391689459784425,1
0.9407196458539575,4.373491104821952,1
4.982887543382856,5.398961585699456,1
1.7905503415415973,2.535127686754864,1
1.4081980891044052,2.9323626053560203,1
3.6399592946276935,4.224342379566476,1
2.5585650645590023,3.465533990115712,1
1.356438856478189,3.2901862456361815,1
2.2746952462847645,3.624339260244937,1
0.7448233105140525,0.06266954805770546,-1
4.066396351744476,2.3813297106400673,-1
4.172791610700321,1.336831957011982,-1
1.9389123979219551,0.36077254301337075,-1
2.2013997534724172,0.03929338238256462,-1
2.966723988491927,1.41149798850422,-1
2.707593834959211,0.08909813629655036,-1
3.6078758984060784,1.0466728178214246,-1
2.533022990539035,1.5678851235404003,-1
2.932060642098881,1.6177677620747293,-1
2.1314564389729096,1.3586491056427978,-1
1.2564945517044677,0.31561597923470275,-1
1.5157232308704711,0.9945356124065502,-1
0.6450446279371964,0.14116994826298115,-1
3.524331733695791,2.58114927526273,-1
1.8281174259271233,0.4138382800605528,-1
1.0377892446302897,0.2128825163510407,-1
1.8434951748125445,0.062399784888783165,-1
3.775129603715611,1.7359550466193654,-1
2.081607048736598,0.32274088389095074,-1
3.19227123323054,1.0186369763526493,-1
1.4426474308330093,0.8517517974506508,-1
1.7855644249052829,0.8502005920319233,-1
4.4775055839475755,3.117619987865208,-1
4.276252846860158,0.48038302453469556,-1
3.6896446508758785,3.0957167761068556,-1
1.7145590829619652,1.0028541561514013,-1
4.620872008756555,2.5316781014830165,-1
2.9957200208917225,1.9768832174811954,-1
1.9303648223398555,0.7804324630184533,-1
0.6245352815493833,0.0298277076882056,-1
0.9033687971924331,0.15785930315235053,-1
1.7998544536322343,0.8713687531436632,-1
0.6936616177874961,0.11180312116694544,-1
3.015918138529022,1.0411327613882386,-1
1.6121754251485123,1.1115419804048365,-1
3.8935810398623825,3.29461730723845,-1
1.9230957576986523,1.1244498243628145,-1
2.3611827502535254,0.3839660350599222,-1
1.3983081748875126,0.474311512865155,-1
0.6021960432739683,0.08851165877338871,-1
4.311236973688249,1.6888695592805598,-1
1.374770957101234,0.10201639190117304,-1
3.621923051465923,2.048970888530232,-1
3.386904685225307,2.3247122688550776,-1
2.8166127559920033,0.5938840687670797,-1
4.38020743191254,3.5797834168270923,-1
4.217180450778935,0.25210124265906736,-1
4.935096776942986,1.3766484042444405,-1
3.568383639714454,0.8921392155084731,-1
